Unnamed: 0;Demand;Import limit;Export limit;Import price;Export price;Import emission factor;Export emission factor;Generic production
2022-01-01 00:00:00;82.0;750.0;0.0;29.22294045454545;0.0;0.006403384960967173;0.0;0.0
2022-01-01 01:00:00;82.0;750.0;0.0;29.22294045454546;0.0;0.006400085632427991;0.0;0.0
2022-01-01 02:00:00;82.0;750.0;0.0;29.22294045454545;0.0;0.006365525880844554;0.0;0.0
2022-01-01 03:00:00;82.0;750.0;0.0;29.22294045454545;0.0;0.006335210045224413;0.0;0.0
2022-01-01 04:00:00;82.0;750.0;0.0;29.22294045454545;0.0;0.0062832138864457165;0.0;0.0
2022-01-01 05:00:00;82.0;750.0;0.0;29.22294045454546;0.0;0.006515790309733395;0.0;0.0
2022-01-01 06:00:00;82.0;750.0;0.0;29.22294045454546;0.0;0.006265602071641493;0.0;0.0
2022-01-01 07:00:00;82.0;750.0;0.0;29.22294045454545;0.0;0.006007758567349155;0.0;0.0
2022-01-01 08:00:00;82.0;750.0;0.0;29.22294045454545;0.0;0.006089238371460874;0.0;0.0
2022-01-01 09:00:00;82.0;750.0;0.0;29.22294045454545;0.0;0.0009356930707030993;0.0;0.0
2022-01-01 10:00:00;82.0;750.0;0.0;20.037728304914783;0.0;0.001042284182431739;0.0;0.0
2022-01-01 11:00:00;82.0;750.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-01-01 12:00:00;82.0;750.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-01-01 13:00:00;82.0;750.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-01-01 14:00:00;82.0;750.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-01-01 15:00:00;82.0;750.0;0.0;20.037728304914783;0.0;0.00602791701286432;0.0;0.0
2022-01-01 16:00:00;82.0;750.0;0.0;29.22294045454546;0.0;0.005916084964190432;0.0;0.0
2022-01-01 17:00:00;82.0;750.0;0.0;29.22294045454545;0.0;0.005831726507791514;0.0;0.0
2022-01-01 18:00:00;82.0;750.0;0.0;29.22294045454545;0.0;0.0058242508511196864;0.0;0.0
2022-01-01 19:00:00;82.0;750.0;0.0;29.22294045454546;0.0;0.005783801441937858;0.0;0.0
2022-01-01 20:00:00;82.0;750.0;0.0;26.414940454545462;0.0;0.005788450803323577;0.0;0.0
2022-01-01 21:00:00;82.0;750.0;0.0;1.7;0.0;0.0;0.0;0.0
2022-01-01 22:00:00;82.0;750.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-01-01 23:00:00;82.0;750.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-01-02 00:00:00;82.0;750.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-01-02 01:00:00;82.0;750.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-01-02 02:00:00;82.0;750.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-01-02 03:00:00;82.0;750.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-01-02 04:00:00;82.0;750.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-01-02 05:00:00;82.0;750.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-01-02 06:00:00;82.0;750.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-01-02 07:00:00;82.0;750.0;0.0;0.5212860351426869;0.0;0.0;0.0;0.0
2022-01-02 08:00:00;82.0;750.0;0.0;0.5212860351426869;0.0;0.0;0.0;0.0
2022-01-02 09:00:00;82.0;750.0;0.0;0.5212860351426869;0.0;0.0;0.0;0.0
2022-01-02 10:00:00;82.0;750.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-01-02 11:00:00;82.0;750.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-01-02 12:00:00;82.0;750.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-01-02 13:00:00;82.0;750.0;0.0;0.5212860351426869;0.0;0.0;0.0;0.0
2022-01-02 14:00:00;82.0;750.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-01-02 15:00:00;82.0;750.0;0.0;29.22294045454545;0.0;0.004058430036549377;0.0;0.0
2022-01-02 16:00:00;82.0;750.0;0.0;29.22294045454545;0.0;0.004330188000667545;0.0;0.0
2022-01-02 17:00:00;82.0;750.0;0.0;29.22294045454545;0.0;0.004322029929642155;0.0;0.0
2022-01-02 18:00:00;82.0;750.0;0.0;29.22294045454545;0.0;0.004311044916628597;0.0;0.0
2022-01-02 19:00:00;82.0;750.0;0.0;29.22294045454546;0.0;0.004314255666665823;0.0;0.0
2022-01-02 20:00:00;82.0;750.0;0.0;29.22294045454545;0.0;0.0043541004258767484;0.0;0.0
2022-01-02 21:00:00;82.0;750.0;0.0;29.22294045454546;0.0;0.004360433884794286;0.0;0.0
2022-01-02 22:00:00;82.0;750.0;0.0;29.22294045454545;0.0;0.0044021351887752365;0.0;0.0
2022-01-02 23:00:00;82.0;750.0;0.0;29.22294045454545;0.0;0.004464219070283677;0.0;0.0
2022-01-03 00:00:00;82.0;750.0;0.0;26.40552206585055;0.0;0.004614655111346885;0.0;0.0
2022-01-03 01:00:00;82.0;750.0;0.0;26.40552206585055;0.0;0.004880024150682222;0.0;0.0
2022-01-03 02:00:00;82.0;750.0;0.0;26.40552206585055;0.0;0.004860335125309607;0.0;0.0
2022-01-03 03:00:00;82.0;750.0;0.0;26.40552206585055;0.0;0.005000687810886107;0.0;0.0
2022-01-03 04:00:00;82.0;750.0;0.0;26.40552206585055;0.0;0.004980845560885036;0.0;0.0
2022-01-03 05:00:00;82.0;750.0;0.0;26.40552206585055;0.0;0.00645397884260248;0.0;0.0
2022-01-03 06:00:00;82.0;750.0;0.0;29.22294045454545;0.0;0.006385503779930093;0.0;0.0
