Unnamed: 0;Demand;Import limit;Export limit;Import price;Export price;Import emission factor;Export emission factor;Generic production
2022-01-01 00:00:00;177.1319792928734;2000.0;;120.0;;0.25;;
2022-01-01 01:00:00;135.901547895201;2000.0;;120.0;;0.25;;
2022-01-01 02:00:00;132.8310974696619;2000.0;;120.0;;0.25;;
2022-01-01 03:00:00;117.8850541373553;2000.0;;120.0;;0.25;;
2022-01-01 04:00:00;119.1792866074123;2000.0;;120.0;;0.25;;
2022-01-01 05:00:00;162.3334468624037;2000.0;;120.0;;0.25;;
2022-01-01 06:00:00;168.3111346725029;2000.0;;120.0;;0.25;;
2022-01-01 07:00:00;224.0037514660448;2000.0;;120.0;;0.25;;
2022-01-01 08:00:00;269.8300574481842;2000.0;;120.0;;0.25;;
2022-01-01 09:00:00;265.5835091570674;2000.0;;120.0;;0.25;;
2022-01-01 10:00:00;318.2612721472551;2000.0;;120.0;;0.25;;
2022-01-01 11:00:00;327.3582971069953;2000.0;;120.0;;0.25;;
2022-01-01 12:00:00;317.7003627403873;2000.0;;120.0;;0.25;;
2022-01-01 13:00:00;278.9772539148124;2000.0;;120.0;;0.25;;
2022-01-01 14:00:00;291.3545190014465;2000.0;;120.0;;0.25;;
2022-01-01 15:00:00;306.3761265319265;2000.0;;120.0;;0.25;;
2022-01-01 16:00:00;377.5877011833799;2000.0;;120.0;;0.25;;
2022-01-01 17:00:00;392.7858723526455;2000.0;;120.0;;0.25;;
2022-01-01 18:00:00;364.3471511101205;2000.0;;120.0;;0.25;;
2022-01-01 19:00:00;338.0728990462493;2000.0;;120.0;;0.25;;
2022-01-01 20:00:00;317.5811269608231;2000.0;;120.0;;0.25;;
2022-01-01 21:00:00;270.6591688995626;2000.0;;120.0;;0.25;;
2022-01-01 22:00:00;237.0754821644706;2000.0;;120.0;;0.25;;
2022-01-01 23:00:00;208.0204586768702;2000.0;;120.0;;0.25;;
2022-01-02 00:00:00;258.5729687429981;2000.0;;120.0;;0.25;;
2022-01-02 01:00:00;283.2312715322059;2000.0;;120.0;;0.25;;
2022-01-02 02:00:00;283.5341980760071;2000.0;;120.0;;0.25;;
2022-01-02 03:00:00;258.8351220460366;2000.0;;120.0;;0.25;;
2022-01-02 04:00:00;305.9777685779259;2000.0;;120.0;;0.25;;
2022-01-02 05:00:00;356.1157576127479;2000.0;;120.0;;0.25;;
2022-01-02 06:00:00;445.5342104826904;2000.0;;120.0;;0.25;;
2022-01-02 07:00:00;524.5250281661315;2000.0;;120.0;;0.25;;
2022-01-02 08:00:00;547.9896640688646;2000.0;;120.0;;0.25;;
2022-01-02 09:00:00;537.6617852482177;2000.0;;120.0;;0.25;;
2022-01-02 10:00:00;567.6490913786135;2000.0;;120.0;;0.25;;
2022-01-02 11:00:00;550.0052849431283;2000.0;;120.0;;0.25;;
2022-01-02 12:00:00;550.057261373006;2000.0;;120.0;;0.25;;
2022-01-02 13:00:00;552.7361634339948;2000.0;;120.0;;0.25;;
2022-01-02 14:00:00;560.2345743028577;2000.0;;120.0;;0.25;;
2022-01-02 15:00:00;542.7045102329113;2000.0;;120.0;;0.25;;
2022-01-02 16:00:00;563.0880424494559;2000.0;;120.0;;0.25;;
2022-01-02 17:00:00;605.3155999100977;2000.0;;120.0;;0.25;;
2022-01-02 18:00:00;603.8177168737514;2000.0;;120.0;;0.25;;
2022-01-02 19:00:00;536.2361571856554;2000.0;;120.0;;0.25;;
2022-01-02 20:00:00;485.2584170893082;2000.0;;120.0;;0.25;;
2022-01-02 21:00:00;453.128902213526;2000.0;;120.0;;0.25;;
2022-01-02 22:00:00;402.095365276549;2000.0;;120.0;;0.25;;
2022-01-02 23:00:00;328.5900171898907;2000.0;;120.0;;0.25;;
2022-01-03 00:00:00;287.6975241396562;2000.0;;120.0;;0.25;;
2022-01-03 01:00:00;260.3151759624625;2000.0;;120.0;;0.25;;
2022-01-03 02:00:00;298.6153191767553;2000.0;;120.0;;0.25;;
2022-01-03 03:00:00;271.8713007274469;2000.0;;120.0;;0.25;;
2022-01-03 04:00:00;285.1921074964272;2000.0;;120.0;;0.25;;
2022-01-03 05:00:00;377.6712265160477;2000.0;;120.0;;0.25;;
2022-01-03 06:00:00;422.4635386636058;2000.0;;120.0;;0.25;;
2022-01-03 07:00:00;475.6748910408044;2000.0;;120.0;;0.25;;
2022-01-03 08:00:00;524.7165575729293;2000.0;;120.0;;0.25;;
2022-01-03 09:00:00;525.2098093872245;2000.0;;120.0;;0.25;;
2022-01-03 10:00:00;525.1952475813667;2000.0;;120.0;;0.25;;
2022-01-03 11:00:00;533.8376862006106;2000.0;;120.0;;0.25;;
2022-01-03 12:00:00;532.2145961097251;2000.0;;120.0;;0.25;;
2022-01-03 13:00:00;510.2772445270232;2000.0;;120.0;;0.25;;
2022-01-03 14:00:00;549.5074754106992;2000.0;;120.0;;0.25;;
2022-01-03 15:00:00;539.5059892567278;2000.0;;120.0;;0.25;;
2022-01-03 16:00:00;581.8293454672926;2000.0;;120.0;;0.25;;
2022-01-03 17:00:00;585.9701288152648;2000.0;;120.0;;0.25;;
2022-01-03 18:00:00;577.4321829404944;2000.0;;120.0;;0.25;;
2022-01-03 19:00:00;489.8236952229018;2000.0;;120.0;;0.25;;
2022-01-03 20:00:00;472.7059639221705;2000.0;;120.0;;0.25;;
2022-01-03 21:00:00;455.7785396805866;2000.0;;120.0;;0.25;;
2022-01-03 22:00:00;368.9015153142875;2000.0;;120.0;;0.25;;
2022-01-03 23:00:00;302.5070764185824;2000.0;;120.0;;0.25;;
2022-01-04 00:00:00;326.7812580144536;2000.0;;120.0;;0.25;;
2022-01-04 01:00:00;276.4216122584041;2000.0;;120.0;;0.25;;
2022-01-04 02:00:00;294.8712676774493;2000.0;;120.0;;0.25;;
2022-01-04 03:00:00;279.1994948095538;2000.0;;120.0;;0.25;;
2022-01-04 04:00:00;322.3552414193632;2000.0;;120.0;;0.25;;
2022-01-04 05:00:00;366.4083964966396;2000.0;;120.0;;0.25;;
2022-01-04 06:00:00;468.5286670592579;2000.0;;120.0;;0.25;;
2022-01-04 07:00:00;500.2760599025146;2000.0;;120.0;;0.25;;
2022-01-04 08:00:00;506.7024788768621;2000.0;;120.0;;0.25;;
2022-01-04 09:00:00;516.1298287380059;2000.0;;120.0;;0.25;;
2022-01-04 10:00:00;569.3693415455577;2000.0;;120.0;;0.25;;
2022-01-04 11:00:00;561.5803213318915;2000.0;;120.0;;0.25;;
2022-01-04 12:00:00;572.1443191111042;2000.0;;120.0;;0.25;;
2022-01-04 13:00:00;547.9022006142254;2000.0;;120.0;;0.25;;
2022-01-04 14:00:00;510.4802446731792;2000.0;;120.0;;0.25;;
2022-01-04 15:00:00;537.1425493423797;2000.0;;120.0;;0.25;;
2022-01-04 16:00:00;554.8350917489954;2000.0;;120.0;;0.25;;
2022-01-04 17:00:00;602.1427902298881;2000.0;;120.0;;0.25;;
2022-01-04 18:00:00;594.9048747051249;2000.0;;120.0;;0.25;;
2022-01-04 19:00:00;523.6821556988814;2000.0;;120.0;;0.25;;
2022-01-04 20:00:00;491.7662081016036;2000.0;;120.0;;0.25;;
2022-01-04 21:00:00;463.5365103938823;2000.0;;120.0;;0.25;;
2022-01-04 22:00:00;409.4448194075729;2000.0;;120.0;;0.25;;
2022-01-04 23:00:00;365.538834557446;2000.0;;120.0;;0.25;;
2022-01-05 00:00:00;334.4422080876294;2000.0;;120.0;;0.25;;
2022-01-05 01:00:00;334.0820535876022;2000.0;;120.0;;0.25;;
2022-01-05 02:00:00;327.6565653026139;2000.0;;120.0;;0.25;;
2022-01-05 03:00:00;317.9915761688931;2000.0;;120.0;;0.25;;
2022-01-05 04:00:00;369.8546946029077;2000.0;;120.0;;0.25;;
2022-01-05 05:00:00;395.0928674307841;2000.0;;120.0;;0.25;;
2022-01-05 06:00:00;507.0195773971858;2000.0;;120.0;;0.25;;
2022-01-05 07:00:00;539.6943230008817;2000.0;;120.0;;0.25;;
2022-01-05 08:00:00;543.6119623057689;2000.0;;120.0;;0.25;;
2022-01-05 09:00:00;540.2312869804939;2000.0;;120.0;;0.25;;
2022-01-05 10:00:00;604.4923201842391;2000.0;;120.0;;0.25;;
