Unnamed: 0;Demand;Import limit;Export limit;Import price;Export price;Import emission factor;Export emission factor;Generic production
2022-01-01 00:00:00;534.5749109589042;4000.0;;120.0;;0.35;;
2022-01-01 01:00:00;544.5105112126431;4000.0;;120.0;;0.35;;
2022-01-01 02:00:00;573.640219791628;4000.0;;120.0;;0.35;;
2022-01-01 03:00:00;619.9789028624343;4000.0;;120.0;;0.35;;
2022-01-01 04:00:00;680.3686685305988;4000.0;;120.0;;0.35;;
2022-01-01 05:00:00;750.6940719545579;4000.0;;120.0;;0.35;;
2022-01-01 06:00:00;826.1625761104978;4000.0;;120.0;;0.35;;
2022-01-01 07:00:00;901.6311552704724;4000.0;;120.0;;0.35;;
2022-01-01 08:00:00;971.9567837064968;4000.0;;120.0;;0.35;;
2022-01-01 09:00:00;1032.3469243946415;4000.0;;120.0;;0.35;;
2022-01-01 10:00:00;1078.6861324931504;4000.0;;120.0;;0.35;;
2022-01-01 11:00:00;1107.81651610729;4000.0;;120.0;;0.35;;
2022-01-01 12:00:00;1117.752941403288;4000.0;;120.0;;0.35;;
2022-01-01 13:00:00;1107.8183161984884;4000.0;;120.0;;0.35;;
2022-01-01 14:00:00;1078.6897326746214;4000.0;;120.0;;0.35;;
2022-01-01 15:00:00;1032.352324664533;4000.0;;120.0;;0.35;;
2022-01-01 16:00:00;971.9639840620302;4000.0;;120.0;;0.35;;
2022-01-01 17:00:00;901.6401557079432;4000.0;;120.0;;0.35;;
2022-01-01 18:00:00;826.1733766252762;4000.0;;120.0;;0.35;;
2022-01-01 19:00:00;750.7066725410875;4000.0;;120.0;;0.35;;
2022-01-01 20:00:00;680.3830691823966;4000.0;;120.0;;0.35;;
2022-01-01 21:00:00;619.9951035720923;4000.0;;120.0;;0.35;;
2022-01-01 22:00:00;573.6582205508114;4000.0;;120.0;;0.35;;
2022-01-01 23:00:00;544.5303120120909;4000.0;;120.0;;0.35;;
2022-01-02 00:00:00;534.5965117884298;4000.0;;120.0;;0.35;;
2022-01-02 01:00:00;544.533912061134;4000.0;;120.0;;0.35;;
2022-01-02 02:00:00;573.6654206470454;4000.0;;120.0;;0.35;;
2022-01-02 03:00:00;620.0059037118131;4000.0;;120.0;;0.35;;
2022-01-02 04:00:00;680.3974693600481;4000.0;;120.0;;0.35;;
2022-01-02 05:00:00;750.7246727492611;4000.0;;120.0;;0.35;;
2022-01-02 06:00:00;826.194976854712;4000.0;;120.0;;0.35;;
2022-01-02 07:00:00;901.6653559475284;4000.0;;120.0;;0.35;;
2022-01-02 08:00:00;971.9927842988;4000.0;;120.0;;0.35;;
2022-01-02 09:00:00;1032.3847248836712;4000.0;;120.0;;0.35;;
2022-01-02 10:00:00;1078.7257328594594;4000.0;;120.0;;0.35;;
2022-01-02 11:00:00;1107.8579163305058;4000.0;;120.0;;0.35;;
2022-01-02 12:00:00;1117.7961414621118;4000.0;;120.0;;0.35;;
2022-01-02 13:00:00;1107.8633160706956;4000.0;;120.0;;0.35;;
2022-01-02 14:00:00;1078.7365323370611;4000.0;;120.0;;0.35;;
2022-01-02 15:00:00;1032.4009240931284;4000.0;;120.0;;0.35;;
2022-01-02 16:00:00;972.0143832317796;4000.0;;120.0;;0.35;;
2022-01-02 17:00:00;901.6923545929178;4000.0;;120.0;;0.35;;
2022-01-02 18:00:00;826.2273751986218;4000.0;;120.0;;0.35;;
2022-01-02 19:00:00;750.7624707750239;4000.0;;120.0;;0.35;;
2022-01-02 20:00:00;680.4406670482181;4000.0;;120.0;;0.35;;
2022-01-02 21:00:00;620.0545010401668;4000.0;;120.0;;0.35;;
2022-01-02 22:00:00;573.7194175905815;4000.0;;120.0;;0.35;;
2022-01-02 23:00:00;544.5933085920733;4000.0;;120.0;;0.35;;
2022-01-03 00:00:00;534.6613078762151;4000.0;;120.0;;0.35;;
2022-01-03 01:00:00;544.6005076233871;4000.0;;120.0;;0.35;;
2022-01-03 02:00:00;573.7338156495056;4000.0;;120.0;;0.35;;
2022-01-03 03:00:00;620.0760981192942;4000.0;;120.0;;0.35;;
2022-01-03 04:00:00;680.4694631364376;4000.0;;120.0;;0.35;;
2022-01-03 05:00:00;750.7984658575213;4000.0;;120.0;;0.35;;
2022-01-03 06:00:00;826.270569256879;4000.0;;120.0;;0.35;;
2022-01-03 07:00:00;901.7427476047134;4000.0;;120.0;;0.35;;
2022-01-03 08:00:00;972.0719751711878;4000.0;;120.0;;0.35;;
2022-01-03 09:00:00;1032.4657149305217;4000.0;;120.0;;0.35;;
2022-01-03 10:00:00;1078.8085220391056;4000.0;;120.0;;0.35;;
2022-01-03 11:00:00;1107.9425046003564;4000.0;;120.0;;0.35;;
2022-01-03 12:00:00;1117.8825287786494;4000.0;;120.0;;0.35;;
2022-01-03 13:00:00;1107.9515023894776;4000.0;;120.0;;0.35;;
2022-01-03 14:00:00;1078.8265176127195;4000.0;;120.0;;0.35;;
2022-01-03 15:00:00;1032.4927082793693;4000.0;;120.0;;0.35;;
2022-01-03 16:00:00;972.107966281383;4000.0;;120.0;;0.35;;
2022-01-03 17:00:00;901.7877364577396;4000.0;;120.0;;0.35;;
2022-01-03 18:00:00;826.3245558295916;4000.0;;120.0;;0.35;;
2022-01-03 19:00:00;750.8614501221464;4000.0;;120.0;;0.35;;
