Unnamed: 0;Demand;Import limit;Export limit;Import price;Export price;Import emission factor;Export emission factor;Generic production
2022-01-01 00:00:00;183.1319792928734;2000.0;;120.0;;0.25;;
2022-01-01 01:00:00;161.901547895201;2000.0;;120.0;;0.25;;
2022-01-01 02:00:00;136.8310974696619;2000.0;;120.0;;0.25;;
2022-01-01 03:00:00;122.8850541373553;2000.0;;120.0;;0.25;;
2022-01-01 04:00:00;137.1792866074123;2000.0;;120.0;;0.25;;
2022-01-01 05:00:00;147.3334468624037;2000.0;;120.0;;0.25;;
2022-01-01 06:00:00;204.3111346725029;2000.0;;120.0;;0.25;;
2022-01-01 07:00:00;221.0037514660448;2000.0;;120.0;;0.25;;
2022-01-01 08:00:00;251.8300574481842;2000.0;;120.0;;0.25;;
2022-01-01 09:00:00;313.5835091570674;2000.0;;120.0;;0.25;;
2022-01-01 10:00:00;340.2612721472551;2000.0;;120.0;;0.25;;
2022-01-01 11:00:00;310.3582971069953;2000.0;;120.0;;0.25;;
2022-01-01 12:00:00;290.7003627403873;2000.0;;120.0;;0.25;;
2022-01-01 13:00:00;293.9772539148124;2000.0;;120.0;;0.25;;
2022-01-01 14:00:00;264.3545190014465;2000.0;;120.0;;0.25;;
2022-01-01 15:00:00;296.3761265319265;2000.0;;120.0;;0.25;;
2022-01-01 16:00:00;373.5877011833799;2000.0;;120.0;;0.25;;
2022-01-01 17:00:00;360.7858723526455;2000.0;;120.0;;0.25;;
2022-01-01 18:00:00;382.3471511101205;2000.0;;120.0;;0.25;;
2022-01-01 19:00:00;335.0728990462493;2000.0;;120.0;;0.25;;
2022-01-01 20:00:00;279.5811269608231;2000.0;;120.0;;0.25;;
2022-01-01 21:00:00;286.6591688995626;2000.0;;120.0;;0.25;;
2022-01-01 22:00:00;251.0754821644706;2000.0;;120.0;;0.25;;
2022-01-01 23:00:00;160.0204586768702;2000.0;;120.0;;0.25;;
2022-01-02 00:00:00;270.5729687429981;2000.0;;120.0;;0.25;;
2022-01-02 01:00:00;267.2312715322059;2000.0;;120.0;;0.25;;
2022-01-02 02:00:00;275.5341980760071;2000.0;;120.0;;0.25;;
2022-01-02 03:00:00;271.8351220460366;2000.0;;120.0;;0.25;;
2022-01-02 04:00:00;275.9777685779259;2000.0;;120.0;;0.25;;
2022-01-02 05:00:00;348.1157576127479;2000.0;;120.0;;0.25;;
2022-01-02 06:00:00;436.5342104826904;2000.0;;120.0;;0.25;;
2022-01-02 07:00:00;526.5250281661315;2000.0;;120.0;;0.25;;
2022-01-02 08:00:00;538.9896640688646;2000.0;;120.0;;0.25;;
2022-01-02 09:00:00;546.6617852482177;2000.0;;120.0;;0.25;;
2022-01-02 10:00:00;555.6490913786135;2000.0;;120.0;;0.25;;
2022-01-02 11:00:00;577.0052849431283;2000.0;;120.0;;0.25;;
2022-01-02 12:00:00;573.057261373006;2000.0;;120.0;;0.25;;
2022-01-02 13:00:00;562.7361634339948;2000.0;;120.0;;0.25;;
2022-01-02 14:00:00;528.2345743028577;2000.0;;120.0;;0.25;;
2022-01-02 15:00:00;573.7045102329113;2000.0;;120.0;;0.25;;
2022-01-02 16:00:00;589.0880424494559;2000.0;;120.0;;0.25;;
2022-01-02 17:00:00;593.3155999100977;2000.0;;120.0;;0.25;;
2022-01-02 18:00:00;589.8177168737514;2000.0;;120.0;;0.25;;
2022-01-02 19:00:00;514.2361571856554;2000.0;;120.0;;0.25;;
2022-01-02 20:00:00;457.2584170893082;2000.0;;120.0;;0.25;;
2022-01-02 21:00:00;461.128902213526;2000.0;;120.0;;0.25;;
2022-01-02 22:00:00;372.095365276549;2000.0;;120.0;;0.25;;
2022-01-02 23:00:00;314.5900171898907;2000.0;;120.0;;0.25;;
2022-01-03 00:00:00;269.6975241396562;2000.0;;120.0;;0.25;;
2022-01-03 01:00:00;266.3151759624625;2000.0;;120.0;;0.25;;
2022-01-03 02:00:00;292.6153191767553;2000.0;;120.0;;0.25;;
2022-01-03 03:00:00;270.8713007274469;2000.0;;120.0;;0.25;;
2022-01-03 04:00:00;273.1921074964272;2000.0;;120.0;;0.25;;
2022-01-03 05:00:00;373.6712265160477;2000.0;;120.0;;0.25;;
2022-01-03 06:00:00;442.4635386636058;2000.0;;120.0;;0.25;;
2022-01-03 07:00:00;519.6748910408044;2000.0;;120.0;;0.25;;
2022-01-03 08:00:00;501.7165575729293;2000.0;;120.0;;0.25;;
2022-01-03 09:00:00;540.2098093872245;2000.0;;120.0;;0.25;;
2022-01-03 10:00:00;570.1952475813667;2000.0;;120.0;;0.25;;
2022-01-03 11:00:00;557.8376862006106;2000.0;;120.0;;0.25;;
2022-01-03 12:00:00;531.2145961097251;2000.0;;120.0;;0.25;;
2022-01-03 13:00:00;532.2772445270232;2000.0;;120.0;;0.25;;
2022-01-03 14:00:00;503.5074754106992;2000.0;;120.0;;0.25;;
2022-01-03 15:00:00;533.5059892567278;2000.0;;120.0;;0.25;;
2022-01-03 16:00:00;561.8293454672926;2000.0;;120.0;;0.25;;
2022-01-03 17:00:00;571.9701288152648;2000.0;;120.0;;0.25;;
2022-01-03 18:00:00;562.4321829404944;2000.0;;120.0;;0.25;;
2022-01-03 19:00:00;539.8236952229017;2000.0;;120.0;;0.25;;
2022-01-03 20:00:00;469.7059639221705;2000.0;;120.0;;0.25;;
2022-01-03 21:00:00;435.7785396805866;2000.0;;120.0;;0.25;;
2022-01-03 22:00:00;368.9015153142875;2000.0;;120.0;;0.25;;
2022-01-03 23:00:00;309.5070764185824;2000.0;;120.0;;0.25;;
2022-01-04 00:00:00;330.7812580144536;2000.0;;120.0;;0.25;;
2022-01-04 01:00:00;316.4216122584041;2000.0;;120.0;;0.25;;
2022-01-04 02:00:00;284.8712676774493;2000.0;;120.0;;0.25;;
